,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
51,1618238472-3031,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts,The Girl with All the Gifts,M.R. Carey,20383,197164,3.94,461,2014,True,Audiobook,"['London, England', 'United Kingdom']","Arthur C. Clarke Award Nominee (2015), Audie Award for Paranormal (2015), British Fantasy Award Nominee for August Derleth Award (best horror novel) (2015), Tähtivaeltaja Award Nominee (2017), Goodreads Choice Award Nominee for Horror (2014)
                      ...more
                          James Herbert Award Nominee (2015)
...less",6.0,5.2524999999999995,5.280487804878049
52,1618238629-3614,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Knife of Never Letting Go (Chaos Walking, #1)",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,Patrick Ness,17884,166899,3.97,512,2014,True,Young Adult,['New World'],"Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010)
                      ...more
                          Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)
...less",8.0,5.417134146341464,5.609756097560978
53,1618238467-3005,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Sci-Fi,['nan'],,0.0,6.350060975609753,7.475609756097557
54,1618238583-3440,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Day of the Triffids,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,The Day of the Triffids,John Wyndham,3650,93024,4.02,228,2003,True,Fantasy,"['London, England', 'United Kingdom', 'United Kingdom']",International Fantasy Award Nominee for Fiction (1952),1.0,5.691524390243899,6.158536585365849
55,1618238656-3712,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Cinder (The Lunar Chronicles, #1)",https://www.goodreads.com/book/show/36381037-cinder,Cinder,Marissa Meyer,56831,729565,4.13,400,2012,True,Audiobook,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014)
                      ...more
                          California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)
...less",10.0,6.295182926829266,7.365853658536584
56,1618238490-3092,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Dune (Dune, #1)",https://www.goodreads.com/book/show/44767458-dune,Dune,Frank Herbert,28056,843135,4.23,688,2019,True,Adventure,['nan'],"Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)",3.0,6.843963414634148,8.463414634146346
57,1618238688-3827,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Unwind (Unwind, #1)",https://www.goodreads.com/book/show/764347.Unwind,Unwind,Neal Shusterman,19129,202026,4.16,337,2007,True,Fiction,"['Akron, Ohio', 'United States', 'Ohio', 'United States', 'Scottsburg, Indiana', 'United States', 'Arizona', 'United States', 'Joplin, Missouri', 'United States']","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)
...less",10.0,6.459817073170732,7.695121951219513
58,1618238548-3305,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Chrysalids,https://www.goodreads.com/book/show/826845.The_Chrysalids,The Chrysalids,John Wyndham,2282,44901,3.93,200,1977,False,Fiction,['nan'],Złota Sepulka for Książka autora zagranicznego (1985),1.0,5.197621951219513,5.170731707317075
59,1618238632-3632,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Life As We Knew It (Last Survivors, #1)",https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,Life As We Knew It,Susan Beth Pfeffer,9881,120456,3.87,337,2006,True,Fantasy,"['Pennsylvania', 'United States', 'Howell, Pennsylvania', 'United States']","Buxtehuder Bulle (2010), South Carolina Book Award Nominee for Young Adult Book (2009), Rhode Island Teen Book Award Nominee (2008), Evergreen Teen Book Award (2009), The Inky Awards Nominee for Silver Inky (2008)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2009), Andre Norton Award Nominee (2006), Missouri Truman Readers Award (2009), Missouri Gateway Readers Award Nominee (2009), Rebecca Caudill Young Readers' Book Award Nominee (2009)
...less",10.0,4.868353658536586,4.512195121951221
60,1618238502-3127,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Lucifer's Hammer,https://www.goodreads.com/book/show/218467.Lucifer_s_Hammer,Lucifer's Hammer,Larry Niven,1462,41248,3.99,629,1983,False,Sci-Fi,['nan'],Hugo Award Nominee for Best Novel (1977),1.0,5.526890243902439,5.829268292682929
61,1618238624-3597,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Clockwork Orange,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,A Clockwork Orange,Anthony Burgess,14620,623756,3.99,213,2019,False,Sci-Fi,['nan'],Prometheus Hall of Fame Award (2008),1.0,5.526890243902439,5.829268292682929
62,1618238651-3699,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,I Am Legend and Other Stories,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,Richard Matheson,5044,121594,4.0,317,1997,False,Fantasy,['nan'],,0.0,5.581768292682926,5.939024390243903
63,1618238664-3735,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Slaughterhouse-Five,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Slaughterhouse-Five,Kurt Vonnegut Jr.,28424,1172959,4.08,275,1999,False,Fiction,['nan'],"Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)",4.0,6.020792682926829,6.817073170731708
64,1618238606-3530,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Children of Men,https://www.goodreads.com/book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,3154,41426,3.69,241,2006,False,Fantasy,['nan'],,0.0,3.880548780487805,2.5365853658536595
65,1618238483-3073,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cloud Atlas,https://www.goodreads.com/book/show/49628.Cloud_Atlas,Cloud Atlas,David Mitchell,19825,226342,4.0,509,2004,False,Historical,['nan'],"Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)
                      ...more
                          British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)
...less",10.0,5.581768292682926,5.939024390243903
66,1618238477-3051,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gate to Women's Country,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,The Gate to Women's Country,Sheri S. Tepper,784,12470,4.06,315,1999,False,Sci-Fi Fantasy,['nan'],"Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)",2.0,5.91103658536585,6.597560975609752
67,1618238685-3815,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Never Let Me Go,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Never Let Me Go,Kazuo Ishiguro,33698,506489,3.83,288,2010,False,Sci-Fi,['nan'],"Booker Prize Nominee (2005), Locus Award Nominee for Best SF Novel (2006), Arthur C. Clarke Award Nominee (2006), James Tait Black Memorial Prize Nominee for Fiction (2005), ALA Alex Award (2006)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2005), Corine Internationaler Buchpreis for Belletristik (2006), International Dublin Literary Award Nominee (2007)
...less",8.0,4.648841463414634,4.073170731707319
68,1618238535-3261,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Postman,https://www.goodreads.com/book/show/889284.The_Postman,The Postman,David Brin,1345,32389,3.9,321,1997,False,Speculative Fiction,"['Pacific Northwest', 'United States']","Hugo Award Nominee for Best Novel (1986), Nebula Award Nominee for Best Novel (1985), Locus Award for Best Science Fiction Novel (1986), John W. Campbell Memorial Award for Best Science Fiction Novel (1986), SF Chronicle Award Nominee for Novel (1986)",5.0,5.032987804878048,4.841463414634147
69,1618238522-3206,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Diamond Age: Or, a Young Lady's Illustrated Primer",https://www.goodreads.com/book/show/827.The_Diamond_Age,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,3532,86442,4.16,499,2000,False,Sci-Fi,['nan'],"Hugo Award for Best Novel (1996), Nebula Award Nominee for Best Novel (1996), Locus Award for Best Science Fiction Novel (1996), Arthur C. Clarke Award Nominee (1996), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1996)
                      ...more
                          Prometheus Award Nominee for Best Novel (1996)
...less",6.0,6.459817073170732,7.695121951219513
70,1618238649-3684,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Battle Royale,https://www.goodreads.com/book/show/57891.Battle_Royale,Battle Royale,Koushun Takami,5209,66848,4.16,617,2003,False,Fiction,['nan'],,0.0,6.459817073170732,7.695121951219513
71,1618238530-3238,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Running Man,https://www.goodreads.com/book/show/11607.The_Running_Man,The Running Man,Richard Bachman,3499,107917,3.88,317,1999,False,Thriller,['nan'],,0.0,4.923231707317072,4.621951219512194
72,1618238519-3200,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Blood Red Road (Dust Lands, #1)",https://www.goodreads.com/book/show/9917938-blood-red-road,Blood Red Road,Moira Young,5828,61335,3.9,459,2011,True,Adventure,['nan'],"Locus Award Nominee for Best First Novel (2012), Sunburst Award Nominee for Young Adult (2012), Costa Book Award for Children's Book (2011), Teen Buckeye Book Award Nominee (2012), Milwaukee County Teen Book Award Nominee (2012)
                      ...more
                          Amelia Elizabeth Walden Award Nominee (2012), CYBILS Award for Fantasy & Science Fiction (Young Adult) (2011), Carnegie Medal Nominee (2012), Sheila A. Egoff Children’s Literature Prize (2012), FAB Award (2013)
...less",10.0,5.032987804878048,4.841463414634147
73,1618238535-3259,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Postman,https://www.goodreads.com/book/show/889284.The_Postman,The Postman,David Brin,1345,32389,3.9,321,1997,False,Fantasy,"['Pacific Northwest', 'United States']","Hugo Award Nominee for Best Novel (1986), Nebula Award Nominee for Best Novel (1985), Locus Award for Best Science Fiction Novel (1986), John W. Campbell Memorial Award for Best Science Fiction Novel (1986), SF Chronicle Award Nominee for Novel (1986)",5.0,5.032987804878048,4.841463414634147
74,1618238581-3425,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Across the Universe (Across the Universe, #1)",https://www.goodreads.com/book/show/8235178-across-the-universe,Across the Universe,Beth Revis,10354,116255,3.77,399,2011,True,Sci-Fi,"['Godspeed', 'United States of America', 'Earth', 'Outer Space']","Rhode Island Teen Book Award Nominee (2013), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011), Carnegie Medal Nominee (2012)",4.0,4.319573170731707,3.4146341463414647
75,1618238674-3780,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend,Legend,Marie Lu,29873,434825,4.16,305,2011,True,Adventure,['nan'],"Rhode Island Teen Book Award Nominee (2013), Milwaukee County Teen Book Award Nominee (2013), The Inky Awards Nominee for Silver Inky (2012), California Young Readers Medal Nominee for Young Adult (2015), Lincoln Award Nominee (2014)
                      ...more
                          Missouri Truman Readers Award (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Rebecca Caudill Young Readers' Book Award (2015)
...less",8.0,6.459817073170732,7.695121951219513
76,1618238485-3076,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Player Piano,https://www.goodreads.com/book/show/9597.Player_Piano,Player Piano,Kurt Vonnegut Jr.,2040,47695,3.88,341,2006,False,Classics,['nan'],International Fantasy Award Nominee for Fiction (1953),1.0,4.923231707317072,4.621951219512194
77,1618238640-3662,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gunslinger,https://www.goodreads.com/book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,19698,533647,3.94,231,2003,True,Thriller,['nan'],,0.0,5.2524999999999995,5.280487804878049
78,1618238711-3920,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Lord of the Flies,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,Lord of the Flies,William Golding,39791,2361093,3.69,182,1999,False,Novels,"['All Editions', 'Add a New Edition', 'Combine']",,0.0,3.880548780487805,2.5365853658536595
79,1618238588-3456,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The House of the Scorpion (Matteo Alacran, #1)",https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,The House of the Scorpion,Nancy Farmer,6485,85437,4.06,380,2004,True,Sci-Fi,['nan'],"Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003)
                      ...more
                          South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)
...less",14.0,5.91103658536585,6.597560975609752
